Campaign_ID,Campaign_Name,Channel,Target_Segment,Impressions,Clicks,Conversions,Deposits,Revenue_USD,Start_Date,End_Date
C012,Cashback Carnival,SMS,High Rollers,13807,4785,4768,4768,16401.97,2025-06-22,2025-07-06
C012,Lucky Draw,Social Media,Casual Bettors,43266,1686,1686,1686,10146.75,2025-06-12,2025-06-23
C001,Mega Multiplier,SMS,Returning Users,48767,1924,1924,1924,20591.66,2025-06-05,2025-06-14
C013,Flash Bet Boost,Social Media,New Users,26178,8909,1608,1608,1523.35,2025-06-25,2025-07-02
C014,Mega Multiplier,SMS,Churned Users,30267,7649,3018,3018,19383.54,2025-06-08,2025-06-16
C002,Flash Bet Boost,Affiliate,Returning Users,37969,4186,4186,4186,11230.15,2025-06-07,2025-06-21
C012,Loyalty Bonus,Push Notification,Casual Bettors,26289,2221,2221,2192,38861.84,2025-06-21,2025-06-30
C016,Welcome Bonus,Push Notification,Churned Users,12252,2393,2393,2393,9687.7,2025-06-03,2025-06-15
C004,Comeback Offer,Email,High Rollers,25403,1319,1319,1319,19216.15,2025-06-13,2025-06-27
C008,Lucky Draw,Push Notification,New Users,23218,5611,5611,5611,44455.1,2025-06-22,2025-07-06
C002,Cashback Carnival,Social Media,Churned Users,26152,3147,3147,1088,9183.57,2025-06-08,2025-06-20
C010,Spin & Win,Social Media,Returning Users,33241,2308,2308,2308,29308.57,2025-06-01,2025-06-15
C009,Comeback Offer,Push Notification,Churned Users,41152,5904,5606,1585,11120.0,2025-06-27,2025-07-07
C015,Cashback Carnival,Social Media,Casual Bettors,4147,1177,1177,400,16844.93,2025-06-10,2025-06-20
C013,Early Bird Bonus,Affiliate,Churned Users,3441,1486,1078,602,47470.49,2025-06-08,2025-06-18
C017,Spin & Win,Social Media,New Users,3640,3640,3579,3579,29957.65,2025-06-12,2025-06-24
C016,Flash Bet Boost,Affiliate,New Users,38317,8390,6205,587,4545.43,2025-06-14,2025-06-23
C002,Late Night Thrill,Affiliate,High Rollers,29045,4740,174,174,1346.95,2025-06-03,2025-06-13
C020,High Roller Heaven,Affiliate,Churned Users,42789,4488,4488,3203,24441.87,2025-06-09,2025-06-20
C020,Deposit Doubler,SMS,Churned Users,5305,2573,2573,1919,18732.47,2025-06-13,2025-06-21
C014,Goal Galore,Email,Casual Bettors,48586,8099,2147,2147,34960.28,2025-06-20,2025-06-30
C003,Flash Bet Boost,Social Media,New Users,43073,6664,2761,2761,12335.49,2025-06-05,2025-06-14
C012,Mega Multiplier,SMS,Returning Users,14894,8576,7203,2139,20229.21,2025-06-01,2025-06-15
C008,Goal Galore,Email,High Rollers,32209,5086,2491,980,36642.11,2025-06-30,2025-07-08
C002,Midweek Madness,SMS,Churned Users,32883,9179,7534,2005,22008.94,2025-06-02,2025-06-10
C004,Lucky Draw,Social Media,High Rollers,45359,684,684,684,11863.19,2025-06-19,2025-06-26
C014,High Roller Heaven,Affiliate,Churned Users,7796,6167,2554,2554,8229.62,2025-06-12,2025-06-19
C016,Loyalty Bonus,SMS,Churned Users,28479,687,687,687,14272.21,2025-06-01,2025-06-12
C019,Midweek Madness,Email,Casual Bettors,40863,2321,2321,2321,29280.18,2025-06-17,2025-06-24
C002,Cashback Carnival,Email,Churned Users,8070,194,194,194,32709.16,2025-06-24,2025-07-05
C012,Comeback Offer,Email,High Rollers,48299,8516,3012,3012,13951.79,2025-06-10,2025-06-19
C014,Weekend Frenzy,SMS,High Rollers,12533,7747,1512,1512,16045.36,2025-06-26,2025-07-06
C006,Refer & Earn,Email,Casual Bettors,14558,4676,3143,1301,27936.09,2025-06-27,2025-07-05
C013,Spin & Win,Push Notification,Casual Bettors,44623,2450,755,290,27887.64,2025-06-26,2025-07-09
C004,Weekend Frenzy,Email,High Rollers,1383,1383,1383,1383,31722.71,2025-06-29,2025-07-08
C018,Instant Win Promo,Email,High Rollers,22826,9950,1074,1074,18816.84,2025-06-10,2025-06-17
C012,Weekend Frenzy,SMS,Churned Users,39820,6598,1524,1524,1162.22,2025-06-02,2025-06-09
C020,High Roller Heaven,Social Media,New Users,26536,7553,7277,5715,46818.16,2025-06-03,2025-06-11
C019,Loyalty Bonus,SMS,High Rollers,4806,4806,3685,1715,29857.86,2025-06-06,2025-06-14
C008,High Roller Heaven,SMS,Returning Users,21060,4335,4335,4335,30105.07,2025-06-30,2025-07-13
C007,Midweek Madness,Push Notification,New Users,44204,7301,2080,2080,36417.09,2025-06-09,2025-06-22
C016,Instant Win Promo,Social Media,Returning Users,27622,9737,7082,5307,47871.31,2025-06-05,2025-06-14
C019,Welcome Bonus,SMS,New Users,43252,9312,7314,3316,16916.56,2025-06-19,2025-06-29
C006,Spin & Win,Push Notification,High Rollers,15726,3680,1866,1773,13290.29,2025-06-18,2025-06-29
C020,Weekend Frenzy,SMS,Casual Bettors,37537,9649,4168,4168,46803.83,2025-06-17,2025-06-28
C011,Flash Bet Boost,Push Notification,Casual Bettors,17950,9729,4535,1893,19159.62,2025-06-06,2025-06-16
C005,Weekend Frenzy,Affiliate,High Rollers,9789,3154,3154,3154,21476.2,2025-06-10,2025-06-21
C016,Late Night Thrill,Email,New Users,46673,8599,6564,3933,47708.17,2025-06-18,2025-06-28
C007,Instant Win Promo,Email,High Rollers,26207,6628,6628,2691,38085.76,2025-06-14,2025-06-21
C005,Mega Multiplier,SMS,New Users,44051,848,848,810,20897.7,2025-06-17,2025-07-01
C011,Refer & Earn,Push Notification,High Rollers,13298,1025,1025,125,15338.9,2025-06-06,2025-06-18
C015,High Roller Heaven,Affiliate,Returning Users,24048,4416,4416,3455,6762.4,2025-06-18,2025-06-27
C003,Flash Bet Boost,Email,High Rollers,3423,3423,3423,658,22506.98,2025-06-13,2025-06-26
C005,Mega Multiplier,SMS,New Users,6163,1813,1813,1813,44037.69,2025-06-12,2025-06-25
C005,Cashback Carnival,SMS,Churned Users,40290,1000,1000,1000,45895.39,2025-06-07,2025-06-16
C009,Welcome Bonus,Push Notification,Casual Bettors,14510,197,197,197,31441.97,2025-06-16,2025-06-27
C015,Goal Galore,Social Media,Churned Users,1159,1159,1159,777,10350.77,2025-06-09,2025-06-19
C003,Comeback Offer,SMS,High Rollers,47868,5548,786,786,33312.8,2025-06-28,2025-07-11
C006,Goal Galore,Affiliate,New Users,48046,6828,1300,859,43627.26,2025-06-24,2025-07-08
C017,Welcome Bonus,Affiliate,Casual Bettors,9028,3978,3978,3978,46203.32,2025-06-23,2025-07-05
C008,Early Bird Bonus,Social Media,High Rollers,47679,7353,5864,5864,32890.62,2025-06-03,2025-06-12
C011,Midweek Madness,Affiliate,Churned Users,35985,7759,4405,4405,13827.21,2025-06-13,2025-06-23
C006,Spin & Win,Push Notification,Casual Bettors,31999,9510,7701,2803,36060.31,2025-06-16,2025-06-30
C008,Flash Bet Boost,SMS,High Rollers,32608,8051,7505,3322,24532.22,2025-06-28,2025-07-06
C010,Mega Multiplier,Push Notification,Casual Bettors,4738,4738,1856,1856,46791.06,2025-06-12,2025-06-19
C003,Spin & Win,Social Media,Returning Users,32238,1369,1249,1249,31539.33,2025-06-24,2025-07-02
C014,Loyalty Bonus,Social Media,Casual Bettors,17090,9981,2409,2409,2891.75,2025-06-04,2025-06-12
C014,Flash Bet Boost,Push Notification,Returning Users,6257,3957,3957,3957,33711.17,2025-06-05,2025-06-15
C010,Spin & Win,Email,Casual Bettors,25168,2344,1542,1542,24231.86,2025-06-09,2025-06-19
C012,Goal Galore,Social Media,Casual Bettors,28513,7564,95,95,33194.73,2025-06-08,2025-06-22
C006,Cashback Carnival,SMS,Casual Bettors,43114,1655,1655,1655,6940.67,2025-06-25,2025-07-05
C012,Mega Multiplier,Social Media,Returning Users,34226,5510,4683,3101,47495.97,2025-06-01,2025-06-12
C014,Spin & Win,Push Notification,High Rollers,28678,5656,5656,775,34419.23,2025-06-13,2025-06-20
C002,Lucky Draw,Push Notification,Churned Users,48657,1046,1046,1046,19057.76,2025-06-04,2025-06-14
C009,Midweek Madness,Affiliate,Casual Bettors,40469,2571,2571,2571,33901.19,2025-06-18,2025-06-30
C010,Refer & Earn,Email,Churned Users,9195,9195,2441,2441,26249.88,2025-06-23,2025-07-06
C017,Cashback Carnival,Push Notification,Churned Users,26921,4010,2112,2112,47092.03,2025-06-05,2025-06-13
C017,High Roller Heaven,Affiliate,Casual Bettors,32316,1260,1260,1260,2735.87,2025-06-29,2025-07-09
C003,Instant Win Promo,Affiliate,Returning Users,29462,6396,5012,5012,16008.87,2025-06-25,2025-07-08
C019,Weekend Frenzy,SMS,New Users,11419,2679,1935,1035,11630.69,2025-06-19,2025-06-27
C001,VIP Reload,Affiliate,New Users,18111,7660,5747,4203,6638.25,2025-06-15,2025-06-24
C012,Mega Multiplier,Email,New Users,9834,620,620,620,29896.37,2025-06-02,2025-06-13
C007,VIP Reload,SMS,Casual Bettors,22686,8818,6970,2900,26089.45,2025-06-26,2025-07-09
C004,Late Night Thrill,Push Notification,Churned Users,38933,4609,4609,2770,31509.65,2025-06-21,2025-07-05
C010,Welcome Bonus,Push Notification,New Users,35889,9752,7422,1721,25468.28,2025-06-30,2025-07-07
C013,Flash Bet Boost,Affiliate,Casual Bettors,17841,8903,4176,4176,38945.53,2025-06-02,2025-06-12
C002,Big Match Bonus,Social Media,Casual Bettors,4532,4532,4532,4532,39766.95,2025-06-07,2025-06-18
C010,Comeback Offer,Email,Casual Bettors,49083,4790,427,427,13607.19,2025-06-25,2025-07-07
C004,VIP Reload,Email,Returning Users,45269,5569,3800,3800,49301.01,2025-06-14,2025-06-23
C018,High Roller Heaven,Affiliate,High Rollers,9250,9250,3368,2708,46973.95,2025-06-05,2025-06-12
C005,Instant Win Promo,Email,Returning Users,37670,1941,1941,1941,14375.79,2025-06-19,2025-06-27
C019,Early Bird Bonus,SMS,Churned Users,6986,5901,5901,5901,31660.76,2025-06-02,2025-06-16
C002,Spin & Win,Affiliate,Casual Bettors,25602,1922,1922,1922,26734.39,2025-06-23,2025-07-07
C012,VIP Reload,Social Media,Returning Users,25825,5725,3952,2505,48417.39,2025-06-23,2025-07-01
C017,Comeback Offer,Push Notification,New Users,32678,3518,3320,535,39884.5,2025-06-28,2025-07-09
C010,Goal Galore,Email,High Rollers,15786,2740,2740,2740,26433.05,2025-06-02,2025-06-13
C002,Spin & Win,Push Notification,Casual Bettors,13758,5583,5583,1147,35966.94,2025-06-10,2025-06-18
C006,Instant Win Promo,Social Media,Returning Users,41660,7060,107,107,37750.05,2025-06-10,2025-06-18
C008,Late Night Thrill,Social Media,New Users,49158,6247,2818,2818,13034.76,2025-06-26,2025-07-04
C019,Mega Multiplier,SMS,New Users,10708,6516,4341,4341,26546.93,2025-06-25,2025-07-02
C011,Early Bird Bonus,Social Media,Returning Users,38460,3860,766,766,31401.35,2025-06-14,2025-06-26
C012,Weekend Frenzy,Social Media,Returning Users,2131,2131,2131,2131,12229.88,2025-06-07,2025-06-19
C009,Lucky Draw,Email,Churned Users,33502,3890,2736,2736,22139.3,2025-06-22,2025-06-29
C002,Cashback Carnival,Push Notification,Casual Bettors,20271,5850,5850,5850,25616.78,2025-06-09,2025-06-19
C008,Spin & Win,Email,New Users,48387,9169,3322,3322,32262.06,2025-06-15,2025-06-24
C011,Welcome Bonus,Email,Churned Users,35837,3678,3678,371,13068.37,2025-06-24,2025-07-02
C004,Flash Bet Boost,Affiliate,New Users,26710,3027,228,228,38572.15,2025-06-30,2025-07-12
C010,Spin & Win,Affiliate,Returning Users,21167,9384,6467,4039,6472.54,2025-06-13,2025-06-25
C020,Instant Win Promo,SMS,New Users,12230,3600,2058,2058,16819.37,2025-06-22,2025-07-05
C016,Deposit Doubler,SMS,New Users,30622,4507,2367,1906,21996.6,2025-06-01,2025-06-09
C008,Early Bird Bonus,Social Media,Casual Bettors,20153,8623,2136,1779,26889.63,2025-06-17,2025-06-24
C004,Midweek Madness,SMS,Returning Users,33889,5974,5838,168,16809.05,2025-06-03,2025-06-10
C010,Midweek Madness,SMS,New Users,3662,1147,871,871,8443.74,2025-06-23,2025-07-01
C012,Big Match Bonus,Social Media,High Rollers,28038,7452,464,464,43499.49,2025-06-01,2025-06-09
C014,Goal Galore,Push Notification,Churned Users,8741,8741,2547,2547,34991.72,2025-06-09,2025-06-23
C016,Loyalty Bonus,Social Media,New Users,29135,6596,3261,3118,34135.3,2025-06-06,2025-06-17
C018,Weekend Frenzy,Social Media,New Users,43978,2371,2371,2057,18985.58,2025-06-14,2025-06-24
C012,Big Match Bonus,Push Notification,Churned Users,10644,1705,349,349,26891.07,2025-06-16,2025-06-28
C018,Loyalty Bonus,Social Media,New Users,45516,7432,1998,474,35196.88,2025-06-12,2025-06-26
C007,High Roller Heaven,Affiliate,Returning Users,14073,1990,312,312,12585.44,2025-06-15,2025-06-28
C020,VIP Reload,SMS,New Users,26628,7727,356,356,21312.03,2025-06-14,2025-06-22
C007,VIP Reload,Social Media,Returning Users,44620,8779,5883,1827,39257.14,2025-06-07,2025-06-18
C009,Welcome Bonus,Email,Returning Users,10417,198,198,198,21396.31,2025-06-23,2025-07-01
C001,High Roller Heaven,SMS,Returning Users,33836,9673,1137,784,40967.31,2025-06-17,2025-06-26
C006,Cashback Carnival,Affiliate,Churned Users,38223,9809,6610,6610,25492.7,2025-06-21,2025-07-02
C006,Loyalty Bonus,Affiliate,Returning Users,32712,8081,2573,2573,6584.29,2025-06-27,2025-07-09
C012,Weekend Frenzy,Social Media,New Users,17942,8826,1229,632,5254.72,2025-06-22,2025-07-05
C012,Bet & Chill,Push Notification,Casual Bettors,9895,4752,629,629,14413.26,2025-06-01,2025-06-13
C010,Cashback Carnival,Email,Returning Users,14657,3598,3598,3598,17046.78,2025-06-04,2025-06-18
C006,Bet & Chill,Social Media,New Users,47149,734,734,734,32481.39,2025-06-23,2025-07-06
C017,Deposit Doubler,Push Notification,New Users,43534,6548,232,232,5372.89,2025-06-30,2025-07-07
C019,Mega Multiplier,Affiliate,High Rollers,43499,7562,5415,5415,15683.48,2025-06-18,2025-06-30
C018,Cashback Carnival,SMS,New Users,42953,3377,3377,3377,9143.2,2025-06-29,2025-07-13
C006,Spin & Win,Affiliate,High Rollers,37527,3403,1958,1958,14939.29,2025-06-12,2025-06-22
C019,Spin & Win,Social Media,New Users,12583,1753,56,56,19132.56,2025-06-05,2025-06-12
C010,Flash Bet Boost,Push Notification,Returning Users,19681,719,719,632,10752.42,2025-06-30,2025-07-09
C008,Refer & Earn,Social Media,High Rollers,24875,4843,1127,1127,34155.12,2025-06-26,2025-07-05
C006,Late Night Thrill,Affiliate,High Rollers,42528,9276,4887,4887,27600.73,2025-06-16,2025-06-24
C007,Deposit Doubler,Email,High Rollers,31590,7985,4900,4538,28792.49,2025-06-11,2025-06-24
C001,Big Match Bonus,Affiliate,Returning Users,20457,9279,2185,385,38992.08,2025-06-14,2025-06-28
C018,High Roller Heaven,Social Media,Casual Bettors,29118,8244,1647,1647,39207.86,2025-06-13,2025-06-22
C020,Midweek Madness,Push Notification,Returning Users,44731,9903,479,479,7801.82,2025-06-01,2025-06-10
C012,High Roller Heaven,Social Media,Casual Bettors,40450,7033,2859,2859,41843.35,2025-06-05,2025-06-15
C016,Deposit Doubler,SMS,Returning Users,46580,1069,1069,1069,14266.94,2025-06-22,2025-07-03
C010,Loyalty Bonus,SMS,New Users,26826,8358,2633,2438,42852.95,2025-06-06,2025-06-16
C010,Instant Win Promo,Push Notification,Returning Users,4432,2303,233,233,6022.55,2025-06-23,2025-07-05
C014,Deposit Doubler,Affiliate,Casual Bettors,26226,8194,1319,1319,34908.06,2025-06-07,2025-06-20
C020,Loyalty Bonus,Social Media,Churned Users,49930,7407,7166,3144,14333.84,2025-06-24,2025-07-05
C010,Loyalty Bonus,SMS,New Users,36657,4901,3832,3832,3051.56,2025-06-23,2025-07-04
C010,Midweek Madness,Email,High Rollers,2832,2832,1085,1085,35425.12,2025-06-30,2025-07-13
C011,Bet & Chill,SMS,Returning Users,20642,5068,1540,1540,43483.52,2025-06-18,2025-06-30
C002,High Roller Heaven,Affiliate,New Users,44269,3652,3652,3652,34814.99,2025-06-13,2025-06-25
C020,Weekend Frenzy,Push Notification,Casual Bettors,45774,2828,2828,2079,48645.48,2025-06-10,2025-06-22
C008,Comeback Offer,Email,High Rollers,7797,7797,2820,2820,34616.52,2025-06-28,2025-07-06
C007,Flash Bet Boost,Social Media,Casual Bettors,47634,8975,1745,1745,13576.84,2025-06-16,2025-06-30
C008,Flash Bet Boost,Social Media,New Users,33049,6061,6061,5781,36097.5,2025-06-13,2025-06-26
C001,Spin & Win,Push Notification,New Users,16334,1690,1189,1189,15650.5,2025-06-22,2025-07-05
C002,Late Night Thrill,Email,New Users,27924,6698,2579,1368,6480.12,2025-06-13,2025-06-24
C018,Deposit Doubler,Email,New Users,45897,1296,1296,1296,28256.93,2025-06-28,2025-07-06
C015,Refer & Earn,Email,Casual Bettors,28430,1245,1245,1245,2281.36,2025-06-22,2025-07-03
C001,Late Night Thrill,Push Notification,Churned Users,2213,2213,2213,2213,30241.35,2025-06-08,2025-06-15
C005,Bet & Chill,Push Notification,New Users,21361,6694,973,973,37978.94,2025-06-04,2025-06-12
C002,Bet & Chill,Social Media,High Rollers,18317,9441,5382,5149,12888.95,2025-06-27,2025-07-04
C020,Goal Galore,SMS,Casual Bettors,31204,5669,2889,2889,46695.09,2025-06-21,2025-07-05
C003,High Roller Heaven,Affiliate,Returning Users,47168,4111,4111,1668,48706.79,2025-06-20,2025-06-28
C019,Refer & Earn,Social Media,Returning Users,43611,6304,6304,6304,8219.42,2025-06-26,2025-07-06
C018,Mega Multiplier,Email,Casual Bettors,48371,764,764,764,44401.44,2025-06-11,2025-06-18
C018,Mega Multiplier,SMS,Casual Bettors,26280,2776,2776,437,24641.86,2025-06-04,2025-06-14
C014,High Roller Heaven,Affiliate,New Users,3777,3777,423,423,1536.82,2025-06-13,2025-06-21
C008,Loyalty Bonus,Email,Casual Bettors,6795,6795,1170,1170,29789.42,2025-06-10,2025-06-18
C012,Lucky Draw,Push Notification,High Rollers,38388,3590,3590,3436,7836.3,2025-06-27,2025-07-11
C010,Welcome Bonus,SMS,Returning Users,42572,2326,2326,2326,2942.34,2025-06-17,2025-06-27
C020,Lucky Draw,Push Notification,High Rollers,30495,7444,3297,3297,2400.71,2025-06-25,2025-07-07
C017,Cashback Carnival,Affiliate,High Rollers,35970,298,298,298,42481.52,2025-06-24,2025-07-08
C011,Goal Galore,Affiliate,New Users,15418,7565,832,832,39042.42,2025-06-11,2025-06-22
C002,VIP Reload,Email,Casual Bettors,16924,2681,2197,2085,11841.86,2025-06-28,2025-07-08
C004,Midweek Madness,Push Notification,Returning Users,27507,4793,843,843,17718.13,2025-06-03,2025-06-10
C001,VIP Reload,Social Media,Returning Users,43811,3006,250,250,43343.59,2025-06-24,2025-07-02
C015,Big Match Bonus,Social Media,Returning Users,21823,6435,3711,3711,25675.31,2025-06-10,2025-06-19
C013,Bet & Chill,Push Notification,High Rollers,11598,1507,1507,947,42956.68,2025-06-12,2025-06-24
C008,Goal Galore,Affiliate,Returning Users,12069,1269,1269,96,27660.97,2025-06-09,2025-06-21
C004,VIP Reload,SMS,Returning Users,23293,9222,5714,3976,7857.79,2025-06-06,2025-06-14
C010,Loyalty Bonus,Push Notification,High Rollers,22406,8062,3853,293,18397.45,2025-06-13,2025-06-27
C019,Late Night Thrill,Email,New Users,24378,2904,2904,2904,49957.64,2025-06-14,2025-06-23
C018,Cashback Carnival,Social Media,High Rollers,45428,6254,4506,1205,43083.91,2025-06-08,2025-06-18
C005,VIP Reload,Email,High Rollers,12503,6206,6206,6206,32058.43,2025-06-02,2025-06-09
C019,Late Night Thrill,SMS,New Users,8921,1695,1695,1695,15999.39,2025-06-11,2025-06-25
C016,Early Bird Bonus,Social Media,Churned Users,45065,9751,1847,1847,25734.14,2025-06-27,2025-07-10
C001,VIP Reload,Social Media,Churned Users,8841,2887,2887,2887,43450.71,2025-06-14,2025-06-24
C012,Deposit Doubler,Social Media,Casual Bettors,23758,6288,6288,6243,46361.5,2025-06-27,2025-07-08
C002,Weekend Frenzy,Email,Casual Bettors,21122,2342,1032,1032,17022.68,2025-06-23,2025-07-01
C008,Big Match Bonus,Affiliate,High Rollers,33608,3992,3992,1359,2236.99,2025-06-28,2025-07-07
C018,Weekend Frenzy,Email,Casual Bettors,4011,3823,3823,2545,44190.16,2025-06-02,2025-06-12
C016,Spin & Win,Affiliate,Churned Users,3523,3523,3523,3523,35125.47,2025-06-05,2025-06-17
C005,Loyalty Bonus,Push Notification,Casual Bettors,47150,799,165,165,40794.39,2025-06-16,2025-06-30
C013,Mega Multiplier,Social Media,Churned Users,28225,4239,4239,1723,43840.58,2025-06-02,2025-06-11
C019,Instant Win Promo,Email,Churned Users,15105,9564,4802,1537,17621.96,2025-06-13,2025-06-20
C003,Loyalty Bonus,SMS,High Rollers,21401,3811,2712,2087,14751.22,2025-06-05,2025-06-13
C008,Mega Multiplier,SMS,Casual Bettors,14688,8418,5883,239,48711.59,2025-06-25,2025-07-09
C012,Instant Win Promo,Affiliate,Casual Bettors,19708,7647,7485,5480,19423.59,2025-06-30,2025-07-08
C002,Flash Bet Boost,Affiliate,New Users,39544,4764,4764,2844,30963.79,2025-06-28,2025-07-05
C011,Lucky Draw,Social Media,New Users,46466,7086,6844,2085,31552.13,2025-06-09,2025-06-21
C012,Mega Multiplier,Affiliate,Churned Users,6419,6419,5959,2338,40074.53,2025-06-05,2025-06-12
C018,Lucky Draw,SMS,High Rollers,41769,5539,3978,330,3757.26,2025-06-15,2025-06-23
C013,Bet & Chill,Email,Returning Users,14163,9451,3637,3637,24832.86,2025-06-27,2025-07-05
C005,Big Match Bonus,Email,Casual Bettors,12504,5562,4883,4883,49553.69,2025-06-30,2025-07-14
C012,Lucky Draw,Affiliate,Casual Bettors,3265,2751,2751,2751,11722.48,2025-06-02,2025-06-10
C002,Weekend Frenzy,Affiliate,Churned Users,24003,6144,5292,4526,41947.64,2025-06-27,2025-07-04
C005,Flash Bet Boost,SMS,Churned Users,18876,7066,1856,1856,8695.77,2025-06-18,2025-07-02
C007,Weekend Frenzy,Push Notification,Casual Bettors,33423,4566,4566,4566,44585.76,2025-06-28,2025-07-06
C012,Welcome Bonus,Email,Churned Users,40151,9541,810,810,24481.19,2025-06-24,2025-07-07
C016,Lucky Draw,Affiliate,High Rollers,13006,2477,1304,1304,15282.87,2025-06-22,2025-07-04
C008,Deposit Doubler,Social Media,Casual Bettors,10945,2543,2543,2543,5128.4,2025-06-05,2025-06-18
C009,Spin & Win,Affiliate,Casual Bettors,6369,6367,6291,6291,31503.3,2025-06-20,2025-07-02
C015,Comeback Offer,Affiliate,New Users,41084,1717,170,170,11244.88,2025-06-07,2025-06-14
C005,Instant Win Promo,Email,Churned Users,18925,2580,2580,1646,37545.28,2025-06-30,2025-07-11
C013,Lucky Draw,Affiliate,New Users,9641,1943,1397,1397,13414.82,2025-06-16,2025-06-30
C005,Bet & Chill,Social Media,Churned Users,31347,5906,732,732,15831.0,2025-06-17,2025-06-27
C011,High Roller Heaven,Social Media,Returning Users,14965,9694,7651,7159,45845.06,2025-06-14,2025-06-24
C010,Refer & Earn,Social Media,Casual Bettors,29417,5501,5114,2578,38701.32,2025-06-03,2025-06-17
C020,Late Night Thrill,SMS,New Users,26238,3932,2017,2017,15596.71,2025-06-20,2025-06-27
C013,Goal Galore,Social Media,Casual Bettors,27036,9694,4505,4505,45066.02,2025-06-19,2025-06-29
C009,Big Match Bonus,Email,New Users,47453,6762,4455,4455,17124.46,2025-06-20,2025-06-28
C014,Spin & Win,Push Notification,New Users,30841,7522,1592,1443,33778.79,2025-06-02,2025-06-16
C018,Bet & Chill,Affiliate,Returning Users,42665,9210,7661,3830,31871.04,2025-06-08,2025-06-16
C015,Instant Win Promo,Affiliate,Casual Bettors,40596,8106,1608,1608,48064.61,2025-06-19,2025-06-29
C010,Lucky Draw,Affiliate,High Rollers,1179,1179,858,858,45718.3,2025-06-01,2025-06-13
C007,Late Night Thrill,Social Media,Churned Users,35668,9576,622,622,16296.61,2025-06-16,2025-06-23
C008,Big Match Bonus,Social Media,Casual Bettors,31422,4185,1724,1724,39484.71,2025-06-04,2025-06-13
C003,High Roller Heaven,Social Media,Churned Users,28877,308,308,308,4864.38,2025-06-06,2025-06-15
C015,Spin & Win,Push Notification,High Rollers,33431,489,489,489,5310.07,2025-06-01,2025-06-14
C016,Bet & Chill,Push Notification,High Rollers,32411,7292,731,731,37567.66,2025-06-13,2025-06-26
C004,Flash Bet Boost,Push Notification,Churned Users,7025,2435,2435,2435,24999.89,2025-06-09,2025-06-21
C006,Bet & Chill,Push Notification,Churned Users,13303,3876,1811,1811,22357.25,2025-06-09,2025-06-20
C001,Comeback Offer,Push Notification,Churned Users,27035,8540,5269,5269,45604.87,2025-06-24,2025-07-02
C004,Goal Galore,Affiliate,High Rollers,41042,2773,894,155,14324.28,2025-06-22,2025-07-02
C011,Mega Multiplier,Affiliate,High Rollers,36057,1183,1183,778,48104.48,2025-06-13,2025-06-25
C012,Comeback Offer,Push Notification,High Rollers,8147,5844,540,540,9175.45,2025-06-07,2025-06-19
C005,Welcome Bonus,Affiliate,Casual Bettors,49746,9833,4224,4224,11693.57,2025-06-25,2025-07-02
C016,Midweek Madness,Push Notification,Churned Users,24230,7874,7874,4820,12954.9,2025-06-16,2025-06-23
C013,Refer & Earn,Push Notification,Casual Bettors,14327,774,774,774,25080.06,2025-06-05,2025-06-17
C013,Welcome Bonus,Push Notification,Returning Users,21666,7537,5402,5402,9289.84,2025-06-11,2025-06-22
C017,Lucky Draw,Affiliate,High Rollers,37206,5573,1179,1179,25438.17,2025-06-09,2025-06-18
C007,Instant Win Promo,SMS,Casual Bettors,4543,1299,274,274,28033.5,2025-06-20,2025-07-04
C008,Lucky Draw,SMS,High Rollers,5760,5760,2163,2085,14173.14,2025-06-26,2025-07-04
C013,Cashback Carnival,SMS,New Users,27280,9177,6199,6199,43931.87,2025-06-05,2025-06-15
C016,Welcome Bonus,Email,Churned Users,18930,8607,379,379,354.82,2025-06-26,2025-07-07
C004,Big Match Bonus,SMS,High Rollers,21902,9549,5319,208,20735.32,2025-06-04,2025-06-13
C008,Midweek Madness,SMS,Churned Users,1133,1133,1133,1133,45140.3,2025-06-11,2025-06-21
C016,Refer & Earn,SMS,Casual Bettors,6507,2761,412,412,21823.94,2025-06-20,2025-06-29
C010,Late Night Thrill,Social Media,New Users,9501,9282,6212,2626,18586.91,2025-06-17,2025-06-29
C012,Spin & Win,Push Notification,Churned Users,20788,3657,1498,1498,1862.19,2025-06-23,2025-07-01
C012,Weekend Frenzy,Affiliate,Returning Users,43415,9736,1104,1104,21791.02,2025-06-01,2025-06-13
C005,Bet & Chill,Social Media,High Rollers,5929,5929,5929,5574,8017.38,2025-06-22,2025-07-06
C016,Comeback Offer,Push Notification,Churned Users,44738,1879,239,239,46597.93,2025-06-12,2025-06-22
C001,Lucky Draw,SMS,Returning Users,39048,8669,6335,3456,44255.54,2025-06-22,2025-07-06
C009,VIP Reload,SMS,Churned Users,40287,4101,4101,2350,44199.81,2025-06-23,2025-07-03
C012,Loyalty Bonus,Social Media,Casual Bettors,14037,7187,1297,1297,19195.43,2025-06-12,2025-06-23
C005,Refer & Earn,Affiliate,High Rollers,35615,2376,2376,2045,26962.69,2025-06-10,2025-06-20
C020,Refer & Earn,Social Media,High Rollers,21986,1823,1823,1823,13218.74,2025-06-04,2025-06-12
C003,Early Bird Bonus,Social Media,Returning Users,33430,837,343,343,22446.03,2025-06-28,2025-07-07
C005,Welcome Bonus,Push Notification,New Users,33040,1584,1195,1195,19194.25,2025-06-03,2025-06-13
C002,Lucky Draw,Email,New Users,18237,7875,1454,544,16563.67,2025-06-21,2025-07-03
